local_datetime,canopy_cover,species,site,method
,82.1,Unknown,311_61,Green Canopy Cover Estimation from Field Scanner RGB images
,94.1,Unknown,361_21,Green Canopy Cover Estimation from Field Scanner RGB images
,99.3,Unknown,230_39,Green Canopy Cover Estimation from Field Scanner RGB images
,87.5,Unknown,30_59,Green Canopy Cover Estimation from Field Scanner RGB images
,77.9,Unknown,110_62,Green Canopy Cover Estimation from Field Scanner RGB images
,85.7,Unknown,240_60,Green Canopy Cover Estimation from Field Scanner RGB images
,90.3,Unknown,120_41,Green Canopy Cover Estimation from Field Scanner RGB images
,59.3,Unknown,316_70,Green Canopy Cover Estimation from Field Scanner RGB images
,96.2,Unknown,362_23,Green Canopy Cover Estimation from Field Scanner RGB images
,98.7,Unknown,366_32,Green Canopy Cover Estimation from Field Scanner RGB images
,86.8,Unknown,28_55,Green Canopy Cover Estimation from Field Scanner RGB images
,90.3,Unknown,219_17,Green Canopy Cover Estimation from Field Scanner RGB images
,91.1,Unknown,286_12,Green Canopy Cover Estimation from Field Scanner RGB images
,84.6,Unknown,369_38,Green Canopy Cover Estimation from Field Scanner RGB images
,99.2,Unknown,342_17,Green Canopy Cover Estimation from Field Scanner RGB images
,84.3,Unknown,140_2,Green Canopy Cover Estimation from Field Scanner RGB images
,73.2,Unknown,52_38,Green Canopy Cover Estimation from Field Scanner RGB images
,90.1,Unknown,196_30,Green Canopy Cover Estimation from Field Scanner RGB images
,87.7,Unknown,116_50,Green Canopy Cover Estimation from Field Scanner RGB images
,79.9,Unknown,206_9,Green Canopy Cover Estimation from Field Scanner RGB images
,90.6,Unknown,393_56,Green Canopy Cover Estimation from Field Scanner RGB images
,83.9,Unknown,61_19,Green Canopy Cover Estimation from Field Scanner RGB images
,95.2,Unknown,270_22,Green Canopy Cover Estimation from Field Scanner RGB images
,84.9,Unknown,188_46,Green Canopy Cover Estimation from Field Scanner RGB images
,82.1,Unknown,398_46,Green Canopy Cover Estimation from Field Scanner RGB images
,99.8,Unknown,125_31,Green Canopy Cover Estimation from Field Scanner RGB images
,99.6,Unknown,50_41,Green Canopy Cover Estimation from Field Scanner RGB images
,94.2,Unknown,162_44,Green Canopy Cover Estimation from Field Scanner RGB images
,84.1,Unknown,34_68,Green Canopy Cover Estimation from Field Scanner RGB images
,70.2,Unknown,321_59,Green Canopy Cover Estimation from Field Scanner RGB images
,90.4,Unknown,208_5,Green Canopy Cover Estimation from Field Scanner RGB images
,86.3,Unknown,346_10,Green Canopy Cover Estimation from Field Scanner RGB images
,91.2,Unknown,145_9,Green Canopy Cover Estimation from Field Scanner RGB images
,99.5,Unknown,292_24,Green Canopy Cover Estimation from Field Scanner RGB images
,93.9,Unknown,338_26,Green Canopy Cover Estimation from Field Scanner RGB images
,83.2,Unknown,127_28,Green Canopy Cover Estimation from Field Scanner RGB images
,84.3,Unknown,328_45,Green Canopy Cover Estimation from Field Scanner RGB images
,71.9,Unknown,113_56,Green Canopy Cover Estimation from Field Scanner RGB images
,85.9,Unknown,396_50,Green Canopy Cover Estimation from Field Scanner RGB images
,94.9,Unknown,204_13,Green Canopy Cover Estimation from Field Scanner RGB images
,100,Unknown,119_43,Green Canopy Cover Estimation from Field Scanner RGB images
,78.2,Unknown,165_49,Green Canopy Cover Estimation from Field Scanner RGB images
,80.3,Unknown,318_66,Green Canopy Cover Estimation from Field Scanner RGB images
,91.1,Unknown,223_25,Green Canopy Cover Estimation from Field Scanner RGB images
,95.3,Unknown,432_24,Green Canopy Cover Estimation from Field Scanner RGB images
,92.6,Unknown,280_1,Green Canopy Cover Estimation from Field Scanner RGB images
,93,Unknown,340_21,Green Canopy Cover Estimation from Field Scanner RGB images
,85,Unknown,42_58,Green Canopy Cover Estimation from Field Scanner RGB images
,66.5,Unknown,148_15,Green Canopy Cover Estimation from Field Scanner RGB images
,71.5,Unknown,71_1,Green Canopy Cover Estimation from Field Scanner RGB images
,98.4,Unknown,161_41,Green Canopy Cover Estimation from Field Scanner RGB images
,83.7,Unknown,37_67,Green Canopy Cover Estimation from Field Scanner RGB images
,78.4,Unknown,354_8,Green Canopy Cover Estimation from Field Scanner RGB images
,81.4,Unknown,193_36,Green Canopy Cover Estimation from Field Scanner RGB images
,77.8,Unknown,180_62,Green Canopy Cover Estimation from Field Scanner RGB images
,88.1,Unknown,10_19,Green Canopy Cover Estimation from Field Scanner RGB images
,96.4,Unknown,295_30,Green Canopy Cover Estimation from Field Scanner RGB images
,68.6,Unknown,450_60,Green Canopy Cover Estimation from Field Scanner RGB images
,74.6,Unknown,72_4,Green Canopy Cover Estimation from Field Scanner RGB images
,74.2,Unknown,6_11,Green Canopy Cover Estimation from Field Scanner RGB images
,82.5,Unknown,66_9,Green Canopy Cover Estimation from Field Scanner RGB images
,89.9,Unknown,387_67,Green Canopy Cover Estimation from Field Scanner RGB images
,85.3,Unknown,176_70,Green Canopy Cover Estimation from Field Scanner RGB images
,70.1,Unknown,352_4,Green Canopy Cover Estimation from Field Scanner RGB images
,91.4,Unknown,123_35,Green Canopy Cover Estimation from Field Scanner RGB images
,78,Unknown,52_37,Green Canopy Cover Estimation from Field Scanner RGB images
,93.8,Unknown,26_51,Green Canopy Cover Estimation from Field Scanner RGB images
,81.8,Unknown,211_1,Green Canopy Cover Estimation from Field Scanner RGB images
,99.6,Unknown,104_68,Green Canopy Cover Estimation from Field Scanner RGB images
,98.9,Unknown,415_12,Green Canopy Cover Estimation from Field Scanner RGB images
,94.8,Unknown,11_22,Green Canopy Cover Estimation from Field Scanner RGB images
,98,Unknown,281_1,Green Canopy Cover Estimation from Field Scanner RGB images
,64.4,Unknown,6_12,Green Canopy Cover Estimation from Field Scanner RGB images
,94.3,Unknown,195_32,Green Canopy Cover Estimation from Field Scanner RGB images
,88.2,Unknown,272_18,Green Canopy Cover Estimation from Field Scanner RGB images
,80.6,Unknown,251_59,Green Canopy Cover Estimation from Field Scanner RGB images
,89.4,Unknown,444_48,Green Canopy Cover Estimation from Field Scanner RGB images
,91.3,Unknown,351_1,Green Canopy Cover Estimation from Field Scanner RGB images
,93.1,Unknown,434_28,Green Canopy Cover Estimation from Field Scanner RGB images
,87.3,Unknown,33_66,Green Canopy Cover Estimation from Field Scanner RGB images
,73,Unknown,250_62,Green Canopy Cover Estimation from Field Scanner RGB images
,81.1,Unknown,31_62,Green Canopy Cover Estimation from Field Scanner RGB images
,87.7,Unknown,94_48,Green Canopy Cover Estimation from Field Scanner RGB images
,78.5,Unknown,390_61,Green Canopy Cover Estimation from Field Scanner RGB images
,83.1,Unknown,33_65,Green Canopy Cover Estimation from Field Scanner RGB images
,90.3,Unknown,293_25,Green Canopy Cover Estimation from Field Scanner RGB images
,99.5,Unknown,412_18,Green Canopy Cover Estimation from Field Scanner RGB images
,84.7,Unknown,419_4,Green Canopy Cover Estimation from Field Scanner RGB images
,97.6,Unknown,15_29,Green Canopy Cover Estimation from Field Scanner RGB images
,100,Unknown,278_5,Green Canopy Cover Estimation from Field Scanner RGB images
,93.9,Unknown,439_37,Green Canopy Cover Estimation from Field Scanner RGB images
,80.5,Unknown,177_67,Green Canopy Cover Estimation from Field Scanner RGB images
,83.5,Unknown,43_56,Green Canopy Cover Estimation from Field Scanner RGB images
,95.3,Unknown,130_22,Green Canopy Cover Estimation from Field Scanner RGB images
,97.2,Unknown,413_15,Green Canopy Cover Estimation from Field Scanner RGB images
,88.5,Unknown,188_45,Green Canopy Cover Estimation from Field Scanner RGB images
,87.8,Unknown,386_70,Green Canopy Cover Estimation from Field Scanner RGB images
,98.2,Unknown,138_6,Green Canopy Cover Estimation from Field Scanner RGB images
,95.7,Unknown,309_58,Green Canopy Cover Estimation from Field Scanner RGB images
,99.8,Unknown,405_32,Green Canopy Cover Estimation from Field Scanner RGB images
,95.6,Unknown,217_13,Green Canopy Cover Estimation from Field Scanner RGB images
,80.2,Unknown,312_63,Green Canopy Cover Estimation from Field Scanner RGB images
,77.2,Unknown,305_49,Green Canopy Cover Estimation from Field Scanner RGB images
,99.6,Unknown,436_31,Green Canopy Cover Estimation from Field Scanner RGB images
,99.5,Unknown,20_39,Green Canopy Cover Estimation from Field Scanner RGB images
,86.6,Unknown,329_43,Green Canopy Cover Estimation from Field Scanner RGB images
,90.5,Unknown,294_27,Green Canopy Cover Estimation from Field Scanner RGB images
,83.1,Unknown,303_46,Green Canopy Cover Estimation from Field Scanner RGB images
,80.3,Unknown,294_28,Green Canopy Cover Estimation from Field Scanner RGB images
,94.4,Unknown,417_8,Green Canopy Cover Estimation from Field Scanner RGB images
,92.2,Unknown,253_56,Green Canopy Cover Estimation from Field Scanner RGB images
,97.5,Unknown,194_33,Green Canopy Cover Estimation from Field Scanner RGB images
,82.9,Unknown,133_16,Green Canopy Cover Estimation from Field Scanner RGB images
,91.9,Unknown,40_62,Green Canopy Cover Estimation from Field Scanner RGB images
,77.1,Unknown,252_58,Green Canopy Cover Estimation from Field Scanner RGB images
,85.4,Unknown,306_52,Green Canopy Cover Estimation from Field Scanner RGB images
,84.6,Unknown,402_38,Green Canopy Cover Estimation from Field Scanner RGB images
,95,Unknown,265_32,Green Canopy Cover Estimation from Field Scanner RGB images
,83.6,Unknown,44_53,Green Canopy Cover Estimation from Field Scanner RGB images
,81.2,Unknown,36_69,Green Canopy Cover Estimation from Field Scanner RGB images
,95.5,Unknown,260_42,Green Canopy Cover Estimation from Field Scanner RGB images
,74.9,Unknown,391_60,Green Canopy Cover Estimation from Field Scanner RGB images
,92.2,Unknown,359_18,Green Canopy Cover Estimation from Field Scanner RGB images
,89.4,Unknown,60_22,Green Canopy Cover Estimation from Field Scanner RGB images
,93.5,Unknown,53_35,Green Canopy Cover Estimation from Field Scanner RGB images
,92.2,Unknown,232_44,Green Canopy Cover Estimation from Field Scanner RGB images
,96.1,Unknown,357_14,Green Canopy Cover Estimation from Field Scanner RGB images
,100,Unknown,119_44,Green Canopy Cover Estimation from Field Scanner RGB images
,94.8,Unknown,273_16,Green Canopy Cover Estimation from Field Scanner RGB images
,88.6,Unknown,420_1,Green Canopy Cover Estimation from Field Scanner RGB images
,84.9,Unknown,428_16,Green Canopy Cover Estimation from Field Scanner RGB images
,98.3,Unknown,164_48,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,412_17,Green Canopy Cover Estimation from Field Scanner RGB images
,94.5,Unknown,367_34,Green Canopy Cover Estimation from Field Scanner RGB images
,74,Unknown,383_65,Green Canopy Cover Estimation from Field Scanner RGB images
,97.2,Unknown,216_11,Green Canopy Cover Estimation from Field Scanner RGB images
,90.3,Unknown,439_38,Green Canopy Cover Estimation from Field Scanner RGB images
,97.9,Unknown,344_13,Green Canopy Cover Estimation from Field Scanner RGB images
,92.1,Unknown,419_3,Green Canopy Cover Estimation from Field Scanner RGB images
,87,Unknown,134_14,Green Canopy Cover Estimation from Field Scanner RGB images
,92.1,Unknown,49_43,Green Canopy Cover Estimation from Field Scanner RGB images
,92.6,Unknown,365_30,Green Canopy Cover Estimation from Field Scanner RGB images
,87.7,Unknown,233_46,Green Canopy Cover Estimation from Field Scanner RGB images
,78.6,Unknown,229_38,Green Canopy Cover Estimation from Field Scanner RGB images
,98.3,Unknown,76_11,Green Canopy Cover Estimation from Field Scanner RGB images
,96.5,Unknown,372_43,Green Canopy Cover Estimation from Field Scanner RGB images
,87.2,Unknown,237_54,Green Canopy Cover Estimation from Field Scanner RGB images
,86.3,Unknown,355_10,Green Canopy Cover Estimation from Field Scanner RGB images
,89.3,Unknown,302_43,Green Canopy Cover Estimation from Field Scanner RGB images
,78.5,Unknown,67_7,Green Canopy Cover Estimation from Field Scanner RGB images
,84.9,Unknown,224_27,Green Canopy Cover Estimation from Field Scanner RGB images
,94.3,Unknown,334_33,Green Canopy Cover Estimation from Field Scanner RGB images
,96.7,Unknown,151_21,Green Canopy Cover Estimation from Field Scanner RGB images
,64.5,Unknown,148_16,Green Canopy Cover Estimation from Field Scanner RGB images
,98.2,Unknown,430_20,Green Canopy Cover Estimation from Field Scanner RGB images
,91.2,Unknown,275_11,Green Canopy Cover Estimation from Field Scanner RGB images
,84.9,Unknown,197_28,Green Canopy Cover Estimation from Field Scanner RGB images
,99.7,Unknown,331_39,Green Canopy Cover Estimation from Field Scanner RGB images
,83.5,Unknown,284_7,Green Canopy Cover Estimation from Field Scanner RGB images
,63.4,Unknown,214_8,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,15_30,Green Canopy Cover Estimation from Field Scanner RGB images
,77.9,Unknown,241_62,Green Canopy Cover Estimation from Field Scanner RGB images
,97.2,Unknown,288_16,Green Canopy Cover Estimation from Field Scanner RGB images
,87.8,Unknown,374_47,Green Canopy Cover Estimation from Field Scanner RGB images
,95.1,Unknown,200_21,Green Canopy Cover Estimation from Field Scanner RGB images
,97.4,Unknown,198_25,Green Canopy Cover Estimation from Field Scanner RGB images
,77.4,Unknown,249_63,Green Canopy Cover Estimation from Field Scanner RGB images
,95.6,Unknown,400_42,Green Canopy Cover Estimation from Field Scanner RGB images
,98,Unknown,297_34,Green Canopy Cover Estimation from Field Scanner RGB images
,87.3,Unknown,87_33,Green Canopy Cover Estimation from Field Scanner RGB images
,99.6,Unknown,89_38,Green Canopy Cover Estimation from Field Scanner RGB images
,82.4,Unknown,183_56,Green Canopy Cover Estimation from Field Scanner RGB images
,93.8,Unknown,356_12,Green Canopy Cover Estimation from Field Scanner RGB images
,85.3,Unknown,36_70,Green Canopy Cover Estimation from Field Scanner RGB images
,93.1,Unknown,124_34,Green Canopy Cover Estimation from Field Scanner RGB images
,96.2,Unknown,216_12,Green Canopy Cover Estimation from Field Scanner RGB images
,86.3,Unknown,177_68,Green Canopy Cover Estimation from Field Scanner RGB images
,88.3,Unknown,127_27,Green Canopy Cover Estimation from Field Scanner RGB images
,93.5,Unknown,449_57,Green Canopy Cover Estimation from Field Scanner RGB images
,81.2,Unknown,31_61,Green Canopy Cover Estimation from Field Scanner RGB images
,93.1,Unknown,375_49,Green Canopy Cover Estimation from Field Scanner RGB images
,94.2,Unknown,403_35,Green Canopy Cover Estimation from Field Scanner RGB images
,89.9,Unknown,145_10,Green Canopy Cover Estimation from Field Scanner RGB images
,73.5,Unknown,422_3,Green Canopy Cover Estimation from Field Scanner RGB images
,81.9,Unknown,169_58,Green Canopy Cover Estimation from Field Scanner RGB images
,69,Unknown,135_11,Green Canopy Cover Estimation from Field Scanner RGB images
,73.9,Unknown,186_50,Green Canopy Cover Estimation from Field Scanner RGB images
,90.2,Unknown,295_29,Green Canopy Cover Estimation from Field Scanner RGB images
,75,Unknown,318_65,Green Canopy Cover Estimation from Field Scanner RGB images
,98.6,Unknown,411_19,Green Canopy Cover Estimation from Field Scanner RGB images
,59.7,Unknown,115_52,Green Canopy Cover Estimation from Field Scanner RGB images
,95.3,Unknown,429_17,Green Canopy Cover Estimation from Field Scanner RGB images
,94.9,Unknown,339_23,Green Canopy Cover Estimation from Field Scanner RGB images
,90.4,Unknown,279_3,Green Canopy Cover Estimation from Field Scanner RGB images
,95.7,Unknown,269_24,Green Canopy Cover Estimation from Field Scanner RGB images
,83.1,Unknown,192_38,Green Canopy Cover Estimation from Field Scanner RGB images
,97.9,Unknown,363_26,Green Canopy Cover Estimation from Field Scanner RGB images
,97.6,Unknown,430_19,Green Canopy Cover Estimation from Field Scanner RGB images
,86.3,Unknown,266_29,Green Canopy Cover Estimation from Field Scanner RGB images
,72.2,Unknown,159_37,Green Canopy Cover Estimation from Field Scanner RGB images
,83.6,Unknown,426_12,Green Canopy Cover Estimation from Field Scanner RGB images
,93,Unknown,100_60,Green Canopy Cover Estimation from Field Scanner RGB images
,94.3,Unknown,270_21,Green Canopy Cover Estimation from Field Scanner RGB images
,93.6,Unknown,75_10,Green Canopy Cover Estimation from Field Scanner RGB images
,99.3,Unknown,309_57,Green Canopy Cover Estimation from Field Scanner RGB images
,80.9,Unknown,38_66,Green Canopy Cover Estimation from Field Scanner RGB images
,88.8,Unknown,153_26,Green Canopy Cover Estimation from Field Scanner RGB images
,99.5,Unknown,414_14,Green Canopy Cover Estimation from Field Scanner RGB images
,67.7,Unknown,167_53,Green Canopy Cover Estimation from Field Scanner RGB images
,85.5,Unknown,25_49,Green Canopy Cover Estimation from Field Scanner RGB images
,87.3,Unknown,185_52,Green Canopy Cover Estimation from Field Scanner RGB images
,76.8,Unknown,255_52,Green Canopy Cover Estimation from Field Scanner RGB images
,67,Unknown,352_3,Green Canopy Cover Estimation from Field Scanner RGB images
,99.3,Unknown,300_39,Green Canopy Cover Estimation from Field Scanner RGB images
,80.5,Unknown,364_28,Green Canopy Cover Estimation from Field Scanner RGB images
,91.8,Unknown,299_37,Green Canopy Cover Estimation from Field Scanner RGB images
,95.7,Unknown,288_15,Green Canopy Cover Estimation from Field Scanner RGB images
,86.5,Unknown,140_1,Green Canopy Cover Estimation from Field Scanner RGB images
,92.7,Unknown,367_33,Green Canopy Cover Estimation from Field Scanner RGB images
,91.8,Unknown,347_8,Green Canopy Cover Estimation from Field Scanner RGB images
,94.4,Unknown,274_14,Green Canopy Cover Estimation from Field Scanner RGB images
,99,Unknown,105_69,Green Canopy Cover Estimation from Field Scanner RGB images
,99.8,Unknown,84_27,Green Canopy Cover Estimation from Field Scanner RGB images
,96.3,Unknown,441_41,Green Canopy Cover Estimation from Field Scanner RGB images
,84.3,Unknown,285_9,Green Canopy Cover Estimation from Field Scanner RGB images
,88.4,Unknown,230_40,Green Canopy Cover Estimation from Field Scanner RGB images
,82.5,Unknown,322_58,Green Canopy Cover Estimation from Field Scanner RGB images
,96.6,Unknown,418_6,Green Canopy Cover Estimation from Field Scanner RGB images
,92.1,Unknown,134_13,Green Canopy Cover Estimation from Field Scanner RGB images
,96.1,Unknown,411_20,Green Canopy Cover Estimation from Field Scanner RGB images
,91.6,Unknown,9_18,Green Canopy Cover Estimation from Field Scanner RGB images
,77.7,Unknown,304_47,Green Canopy Cover Estimation from Field Scanner RGB images
,97.2,Unknown,210_1,Green Canopy Cover Estimation from Field Scanner RGB images
,91.2,Unknown,302_44,Green Canopy Cover Estimation from Field Scanner RGB images
,90.1,Unknown,187_48,Green Canopy Cover Estimation from Field Scanner RGB images
,99.5,Unknown,401_39,Green Canopy Cover Estimation from Field Scanner RGB images
,80.7,Unknown,41_60,Green Canopy Cover Estimation from Field Scanner RGB images
,83.6,Unknown,46_49,Green Canopy Cover Estimation from Field Scanner RGB images
,65.5,Unknown,113_55,Green Canopy Cover Estimation from Field Scanner RGB images
,74.1,Unknown,149_17,Green Canopy Cover Estimation from Field Scanner RGB images
,81.1,Unknown,222_23,Green Canopy Cover Estimation from Field Scanner RGB images
,69.3,Unknown,144_8,Green Canopy Cover Estimation from Field Scanner RGB images
,90.6,Unknown,77_14,Green Canopy Cover Estimation from Field Scanner RGB images
,78.2,Unknown,174_67,Green Canopy Cover Estimation from Field Scanner RGB images
,98.2,Unknown,164_47,Green Canopy Cover Estimation from Field Scanner RGB images
,88.8,Unknown,59_23,Green Canopy Cover Estimation from Field Scanner RGB images
,88.1,Unknown,283_6,Green Canopy Cover Estimation from Field Scanner RGB images
,77.1,Unknown,2_3,Green Canopy Cover Estimation from Field Scanner RGB images
,82.6,Unknown,353_5,Green Canopy Cover Estimation from Field Scanner RGB images
,92.3,Unknown,130_21,Green Canopy Cover Estimation from Field Scanner RGB images
,89.4,Unknown,153_25,Green Canopy Cover Estimation from Field Scanner RGB images
,86.6,Unknown,267_27,Green Canopy Cover Estimation from Field Scanner RGB images
,97.4,Unknown,117_47,Green Canopy Cover Estimation from Field Scanner RGB images
,77,Unknown,422_4,Green Canopy Cover Estimation from Field Scanner RGB images
,79.8,Unknown,330_42,Green Canopy Cover Estimation from Field Scanner RGB images
,97.8,Unknown,191_40,Green Canopy Cover Estimation from Field Scanner RGB images
,87.6,Unknown,443_46,Green Canopy Cover Estimation from Field Scanner RGB images
,93.5,Unknown,335_31,Green Canopy Cover Estimation from Field Scanner RGB images
,90,Unknown,417_7,Green Canopy Cover Estimation from Field Scanner RGB images
,99.8,Unknown,278_6,Green Canopy Cover Estimation from Field Scanner RGB images
,90.2,Unknown,95_49,Green Canopy Cover Estimation from Field Scanner RGB images
,94.6,Unknown,360_19,Green Canopy Cover Estimation from Field Scanner RGB images
,82,Unknown,353_6,Green Canopy Cover Estimation from Field Scanner RGB images
,85.3,Unknown,99_58,Green Canopy Cover Estimation from Field Scanner RGB images
,74.9,Unknown,307_53,Green Canopy Cover Estimation from Field Scanner RGB images
,95.8,Unknown,91_41,Green Canopy Cover Estimation from Field Scanner RGB images
,97.1,Unknown,219_18,Green Canopy Cover Estimation from Field Scanner RGB images
,95.2,Unknown,268_26,Green Canopy Cover Estimation from Field Scanner RGB images
,85.4,Unknown,348_6,Green Canopy Cover Estimation from Field Scanner RGB images
,84.4,Unknown,156_32,Green Canopy Cover Estimation from Field Scanner RGB images
,83.9,Unknown,44_54,Green Canopy Cover Estimation from Field Scanner RGB images
,76.5,Unknown,80_20,Green Canopy Cover Estimation from Field Scanner RGB images
,87.5,Unknown,8_15,Green Canopy Cover Estimation from Field Scanner RGB images
,87.4,Unknown,382_64,Green Canopy Cover Estimation from Field Scanner RGB images
,89.3,Unknown,122_37,Green Canopy Cover Estimation from Field Scanner RGB images
,93.3,Unknown,340_22,Green Canopy Cover Estimation from Field Scanner RGB images
,89.3,Unknown,137_7,Green Canopy Cover Estimation from Field Scanner RGB images
,87.4,Unknown,327_48,Green Canopy Cover Estimation from Field Scanner RGB images
,81.4,Unknown,332_37,Green Canopy Cover Estimation from Field Scanner RGB images
,87,Unknown,12_24,Green Canopy Cover Estimation from Field Scanner RGB images
,89.8,Unknown,39_64,Green Canopy Cover Estimation from Field Scanner RGB images
,92.4,Unknown,225_29,Green Canopy Cover Estimation from Field Scanner RGB images
,98.3,Unknown,431_21,Green Canopy Cover Estimation from Field Scanner RGB images
,93.1,Unknown,106_70,Green Canopy Cover Estimation from Field Scanner RGB images
,81.1,Unknown,170_59,Green Canopy Cover Estimation from Field Scanner RGB images
,97.2,Unknown,378_55,Green Canopy Cover Estimation from Field Scanner RGB images
,99.2,Unknown,281_2,Green Canopy Cover Estimation from Field Scanner RGB images
,95.4,Unknown,83_25,Green Canopy Cover Estimation from Field Scanner RGB images
,93.1,Unknown,126_29,Green Canopy Cover Estimation from Field Scanner RGB images
,97,Unknown,264_34,Green Canopy Cover Estimation from Field Scanner RGB images
,77.5,Unknown,192_37,Green Canopy Cover Estimation from Field Scanner RGB images
,74.3,Unknown,179_64,Green Canopy Cover Estimation from Field Scanner RGB images
,92,Unknown,262_37,Green Canopy Cover Estimation from Field Scanner RGB images
,83,Unknown,57_27,Green Canopy Cover Estimation from Field Scanner RGB images
,93.1,Unknown,395_52,Green Canopy Cover Estimation from Field Scanner RGB images
,75.1,Unknown,131_20,Green Canopy Cover Estimation from Field Scanner RGB images
,95.8,Unknown,444_47,Green Canopy Cover Estimation from Field Scanner RGB images
,74.9,Unknown,63_15,Green Canopy Cover Estimation from Field Scanner RGB images
,94.1,Unknown,53_36,Green Canopy Cover Estimation from Field Scanner RGB images
,85.8,Unknown,267_28,Green Canopy Cover Estimation from Field Scanner RGB images
,92.4,Unknown,92_43,Green Canopy Cover Estimation from Field Scanner RGB images
,93.7,Unknown,416_9,Green Canopy Cover Estimation from Field Scanner RGB images
,96.7,Unknown,413_16,Green Canopy Cover Estimation from Field Scanner RGB images
,83.4,Unknown,166_51,Green Canopy Cover Estimation from Field Scanner RGB images
,92.4,Unknown,392_58,Green Canopy Cover Estimation from Field Scanner RGB images
,80.7,Unknown,201_19,Green Canopy Cover Estimation from Field Scanner RGB images
,92.7,Unknown,334_34,Green Canopy Cover Estimation from Field Scanner RGB images
,86.3,Unknown,242_63,Green Canopy Cover Estimation from Field Scanner RGB images
,92.3,Unknown,132_18,Green Canopy Cover Estimation from Field Scanner RGB images
,83.6,Unknown,348_5,Green Canopy Cover Estimation from Field Scanner RGB images
,87.3,Unknown,262_38,Green Canopy Cover Estimation from Field Scanner RGB images
,87.4,Unknown,189_43,Green Canopy Cover Estimation from Field Scanner RGB images
,93.7,Unknown,13_26,Green Canopy Cover Estimation from Field Scanner RGB images
,71.3,Unknown,173_66,Green Canopy Cover Estimation from Field Scanner RGB images
,76.9,Unknown,310_59,Green Canopy Cover Estimation from Field Scanner RGB images
,99.7,Unknown,301_42,Green Canopy Cover Estimation from Field Scanner RGB images
,81.8,Unknown,343_16,Green Canopy Cover Estimation from Field Scanner RGB images
,76.4,Unknown,319_64,Green Canopy Cover Estimation from Field Scanner RGB images
,89.5,Unknown,421_1,Green Canopy Cover Estimation from Field Scanner RGB images
,78.7,Unknown,332_38,Green Canopy Cover Estimation from Field Scanner RGB images
,99.9,Unknown,51_40,Green Canopy Cover Estimation from Field Scanner RGB images
,92.2,Unknown,154_27,Green Canopy Cover Estimation from Field Scanner RGB images
,100,Unknown,70_2,Green Canopy Cover Estimation from Field Scanner RGB images
,75.7,Unknown,171_61,Green Canopy Cover Estimation from Field Scanner RGB images
,77.5,Unknown,67_8,Green Canopy Cover Estimation from Field Scanner RGB images
,95.7,Unknown,287_14,Green Canopy Cover Estimation from Field Scanner RGB images
,93.6,Unknown,445_49,Green Canopy Cover Estimation from Field Scanner RGB images
,90.4,Unknown,337_27,Green Canopy Cover Estimation from Field Scanner RGB images
,85,Unknown,238_56,Green Canopy Cover Estimation from Field Scanner RGB images
,79.8,Unknown,114_54,Green Canopy Cover Estimation from Field Scanner RGB images
,91.9,Unknown,382_63,Green Canopy Cover Estimation from Field Scanner RGB images
,73.8,Unknown,212_4,Green Canopy Cover Estimation from Field Scanner RGB images
,86.3,Unknown,406_29,Green Canopy Cover Estimation from Field Scanner RGB images
,92.9,Unknown,160_39,Green Canopy Cover Estimation from Field Scanner RGB images
,69,Unknown,384_67,Green Canopy Cover Estimation from Field Scanner RGB images
,75.9,Unknown,384_68,Green Canopy Cover Estimation from Field Scanner RGB images
,82,Unknown,407_27,Green Canopy Cover Estimation from Field Scanner RGB images
,99.1,Unknown,436_32,Green Canopy Cover Estimation from Field Scanner RGB images
,69.5,Unknown,245_69,Green Canopy Cover Estimation from Field Scanner RGB images
,87.5,Unknown,329_44,Green Canopy Cover Estimation from Field Scanner RGB images
,77.1,Unknown,222_24,Green Canopy Cover Estimation from Field Scanner RGB images
,88.2,Unknown,66_10,Green Canopy Cover Estimation from Field Scanner RGB images
,75,Unknown,314_68,Green Canopy Cover Estimation from Field Scanner RGB images
,83.8,Unknown,142_3,Green Canopy Cover Estimation from Field Scanner RGB images
,90.2,Unknown,168_55,Green Canopy Cover Estimation from Field Scanner RGB images
,91.6,Unknown,449_58,Green Canopy Cover Estimation from Field Scanner RGB images
,99.9,Unknown,370_40,Green Canopy Cover Estimation from Field Scanner RGB images
,94.1,Unknown,261_39,Green Canopy Cover Estimation from Field Scanner RGB images
,91.8,Unknown,5_10,Green Canopy Cover Estimation from Field Scanner RGB images
,84.4,Unknown,254_54,Green Canopy Cover Estimation from Field Scanner RGB images
,95.4,Unknown,39_63,Green Canopy Cover Estimation from Field Scanner RGB images
,98.5,Unknown,18_36,Green Canopy Cover Estimation from Field Scanner RGB images
,74.9,Unknown,256_49,Green Canopy Cover Estimation from Field Scanner RGB images
,90.4,Unknown,373_45,Green Canopy Cover Estimation from Field Scanner RGB images
,99.2,Unknown,425_10,Green Canopy Cover Estimation from Field Scanner RGB images
,99.1,Unknown,91_42,Green Canopy Cover Estimation from Field Scanner RGB images
,95.4,Unknown,227_33,Green Canopy Cover Estimation from Field Scanner RGB images
,84.8,Unknown,325_51,Green Canopy Cover Estimation from Field Scanner RGB images
,87.5,Unknown,202_17,Green Canopy Cover Estimation from Field Scanner RGB images
